category,attribute1,attribute2,word_overlap,string_similarity,combined_score
favoritesAndPreferences,favorite color black,favorite color: green,0.5,0.73,1.23
favoritesAndPreferences,favorite color green,favorite color: black,0.5,0.73,1.23
favoritesAndPreferences,favorite food meatloaf,favorite food pizza,0.5,0.73,1.23
favoritesAndPreferences,favorite food: burger,favorite food: pizza,0.5,0.73,1.23
favoritesAndPreferences,favorite food: burger,favorite food: salad,0.5,0.73,1.23
favoritesAndPreferences,favorite food: burger,favorite food: tacos,0.5,0.73,1.23
favoritesAndPreferences,favorite meal: brunch,favorite meal: steak,0.5,0.73,1.23
favoritesAndPreferences,Neil deGrasse Tyson,has poster of Neil deGrasse Tyson,0.5,0.73,1.23
favoritesAndPreferences,favorite flower: rose,rose flower,0.67,0.56,1.23
favoritesAndPreferences,Washington Nationals,favorite team: Washington Nationals,0.5,0.73,1.23
favoritesAndPreferences,burritos,likes burritos,0.5,0.73,1.23
favoritesAndPreferences,cold weather,lives in cold weather,0.5,0.73,1.23
favoritesAndPreferences,conservative,conservative politics,0.5,0.73,1.23
favoritesAndPreferences,cupcakes,likes cupcakes,0.5,0.73,1.23
favoritesAndPreferences,drives blue car,drives foreign car,0.5,0.73,1.23
favoritesAndPreferences,drives fast car,drives foreign car,0.5,0.73,1.23
favoritesAndPreferences,drives foreign car,drives nice car,0.5,0.73,1.23
favoritesAndPreferences,favorite band Nightfish,favorite band Nirvana,0.5,0.73,1.23
favoritesAndPreferences,favorite band Nirvana,favorite band Radiohead,0.5,0.73,1.23
favoritesAndPreferences,favorite band: Creed,favorite band: Metallica,0.5,0.73,1.23
favoritesAndPreferences,favorite band: Korn,favorite band: nickelback,0.5,0.73,1.23
favoritesAndPreferences,favorite band: Muse,favorite band: nickelback,0.5,0.73,1.23
favoritesAndPreferences,favorite band: Tool,favorite band: nickelback,0.5,0.73,1.23
favoritesAndPreferences,favorite band: Ween,favorite band: nickelback,0.5,0.73,1.23
favoritesAndPreferences,favorite food: hamburger,favorite food: pizza,0.5,0.73,1.23
favoritesAndPreferences,favorite food: hamburger,favorite food: salad,0.5,0.73,1.23
favoritesAndPreferences,favorite food: hamburger,favorite food: steak,0.5,0.73,1.23
favoritesAndPreferences,favorite food: hamburger,favorite food: sushi,0.5,0.73,1.23
favoritesAndPreferences,favorite food: hamburger,favorite food: tacos,0.5,0.73,1.23
favoritesAndPreferences,likes Italian food,likes fast food,0.5,0.73,1.23
favoritesAndPreferences,likes Italian food,likes junk food,0.5,0.73,1.23
favoritesAndPreferences,likes Mexican food,likes fast food,0.5,0.73,1.23
favoritesAndPreferences,likes Mexican food,likes junk food,0.5,0.73,1.23
favoritesAndPreferences,likes Superman,superman,0.5,0.73,1.23
favoritesAndPreferences,likes fast food,likes italian food,0.5,0.73,1.23
favoritesAndPreferences,likes italian food,likes junk food,0.5,0.73,1.23
favoritesAndPreferences,likes meatloaf,meatloaf,0.5,0.73,1.23
favoritesAndPreferences,likes pancakes,pancakes,0.5,0.73,1.23
favoritesAndPreferences,likes pretzels,pretzels,0.5,0.73,1.23
favoritesAndPreferences,likes sleeping,sleeping,0.5,0.73,1.23
favoritesAndPreferences,favorite band The Beatles,favorite band: The Avett Brothers,0.5,0.72,1.22
favoritesAndPreferences,favorite band The Beatles,favorite band: The Rolling Stones,0.5,0.72,1.22
favoritesAndPreferences,favorite band The Beatles,favorite band: the avett brothers,0.5,0.72,1.22
favoritesAndPreferences,favorite band The Muggers,favorite band: The Avett Brothers,0.5,0.72,1.22
favoritesAndPreferences,favorite band The Muggers,favorite band: The Rolling Stones,0.5,0.72,1.22
favoritesAndPreferences,favorite band The Muggers,favorite band: the avett brothers,0.5,0.72,1.22
favoritesAndPreferences,favorite band The Rolling Stones,favorite band: The Beatles,0.5,0.72,1.22
favoritesAndPreferences,favorite band the muggers,favorite band: The Avett Brothers,0.5,0.72,1.22
favoritesAndPreferences,favorite band the muggers,favorite band: The Rolling Stones,0.5,0.72,1.22
favoritesAndPreferences,favorite band the muggers,favorite band: the avett brothers,0.5,0.72,1.22
favoritesAndPreferences,favorite band Radiohead,favorite band: Metallica,0.5,0.72,1.22
favoritesAndPreferences,drives Ford Mustang,drives Ford truck,0.5,0.72,1.22
favoritesAndPreferences,band Tool,band Toto,0.33,0.89,1.22
favoritesAndPreferences,dislikes beer,dislikes beets,0.33,0.89,1.22
favoritesAndPreferences,dislikes cheese,likes cheese,0.33,0.89,1.22
favoritesAndPreferences,dislikes coffee,likes coffee,0.33,0.89,1.22
favoritesAndPreferences,dislikes winter,likes winter,0.33,0.89,1.22
favoritesAndPreferences,Chevrolet,Chevrolet Impala,0.5,0.72,1.22
favoritesAndPreferences,Chevrolet Impala,chevrolet,0.5,0.72,1.22
favoritesAndPreferences,nighttime,nighttime person,0.5,0.72,1.22
favoritesAndPreferences,favorite band Nirvana,favorite band Toto,0.5,0.72,1.22
favoritesAndPreferences,likes Starbucks coffee,likes iced coffee,0.5,0.72,1.22
favoritesAndPreferences,protein powder,protein powder with water,0.5,0.72,1.22
favoritesAndPreferences,cries watching Gone with the Wind,favorite movie: Gone with the Wind,0.5,0.72,1.22
favoritesAndPreferences,McDonald's,eats at McDonald's,0.5,0.71,1.21
favoritesAndPreferences,eats at McDonald's,mcdonald's,0.5,0.71,1.21
favoritesAndPreferences,eats fast food,eats junk food,0.5,0.71,1.21
favoritesAndPreferences,favorite band Nightfish,favorite band: Korn,0.5,0.71,1.21
favoritesAndPreferences,favorite band Nightfish,favorite band: Muse,0.5,0.71,1.21
favoritesAndPreferences,favorite band Nightfish,favorite band: Tool,0.5,0.71,1.21
favoritesAndPreferences,favorite band Nightfish,favorite band: Ween,0.5,0.71,1.21
favoritesAndPreferences,favorite band Radiohead,favorite band: Korn,0.5,0.71,1.21
favoritesAndPreferences,favorite band Radiohead,favorite band: Muse,0.5,0.71,1.21
favoritesAndPreferences,favorite band Radiohead,favorite band: Tool,0.5,0.71,1.21
favoritesAndPreferences,favorite band Radiohead,favorite band: Ween,0.5,0.71,1.21
favoritesAndPreferences,favorite band Toto,favorite band: Metallica,0.5,0.71,1.21
favoritesAndPreferences,favorite band Toto,favorite band: Nightwish,0.5,0.71,1.21
favoritesAndPreferences,favorite book: 1984,favorite book: Twilight,0.5,0.71,1.21
favoritesAndPreferences,favorite food hamburger,favorite food pizza,0.5,0.71,1.21
favoritesAndPreferences,favorite food hamburger,favorite food steak,0.5,0.71,1.21
favoritesAndPreferences,favorite food meatloaf,favorite food: pizza,0.5,0.71,1.21
favoritesAndPreferences,favorite food: burger,favorite food: nachos,0.5,0.71,1.21
favoritesAndPreferences,has fast car,prefers fast car,0.5,0.71,1.21
favoritesAndPreferences,red shoes,shoes,0.5,0.71,1.21
favoritesAndPreferences,dislikes pizza,likes pizza,0.33,0.88,1.21
favoritesAndPreferences,dislikes tacos,likes tacos,0.33,0.88,1.21
favoritesAndPreferences,likes Cheetos,likes cheese,0.33,0.88,1.21
favoritesAndPreferences,likes cheese,likes cheetos,0.33,0.88,1.21
favoritesAndPreferences,likes sunshine,likes sushi,0.33,0.88,1.21
favoritesAndPreferences,wears band t-shirts,wears t-shirt,0.4,0.81,1.21
favoritesAndPreferences,favorite band Nightfish,favorite band: Nirvana,0.5,0.71,1.21
favoritesAndPreferences,favorite band Nirvana,favorite band: Metallica,0.5,0.71,1.21
favoritesAndPreferences,favorite band Nirvana,favorite band: Nightwish,0.5,0.71,1.21
favoritesAndPreferences,favorite food: hamburger,favorite food: nachos,0.5,0.71,1.21
favoritesAndPreferences,favorite sport hockey,favorite sport: football,0.5,0.71,1.21
favoritesAndPreferences,likes Bruno Mars,listens to Bruno Mars,0.4,0.81,1.21
favoritesAndPreferences,likes Katy Perry,listens to Katy Perry,0.4,0.81,1.21
favoritesAndPreferences,eats Chinese food,eats fast food,0.5,0.71,1.21
favoritesAndPreferences,eats Chinese food,eats junk food,0.5,0.71,1.21
favoritesAndPreferences,eats fast food,eats organic food,0.5,0.71,1.21
favoritesAndPreferences,eats junk food,eats organic food,0.5,0.71,1.21
favoritesAndPreferences,likes French fries,smells like French fries,0.4,0.81,1.21
favoritesAndPreferences,likes french fries,smells like French fries,0.4,0.81,1.21
favoritesAndPreferences,favorite color: green,favorite color: red-orange,0.4,0.81,1.21
favoritesAndPreferences,favorite food: burger,favorite movie Good Burger,0.4,0.81,1.21
favoritesAndPreferences,Avenged Sevenfold,favorite band Avenged Sevenfold,0.5,0.71,1.21
favoritesAndPreferences,favorite band: Metallica,favorite band: Nightwish,0.5,0.71,1.21
favoritesAndPreferences,cheese,eats cheese,0.5,0.71,1.21
favoritesAndPreferences,coffee,iced coffee,0.5,0.71,1.21
favoritesAndPreferences,eats shrimp,shrimp,0.5,0.71,1.21
favoritesAndPreferences,iPhone,owns iPhone,0.5,0.71,1.21
favoritesAndPreferences,iPhone,owns iphone,0.5,0.71,1.21
favoritesAndPreferences,likes ice cream,pistachio ice cream,0.5,0.71,1.21
favoritesAndPreferences,purple,purple hair,0.5,0.71,1.21
favoritesAndPreferences,dislikes beer,likes beer,0.33,0.87,1.2
favoritesAndPreferences,dislikes fish,likes fish,0.33,0.87,1.2
favoritesAndPreferences,dislikes meat,likes meat,0.33,0.87,1.2
favoritesAndPreferences,likes Canada,likes candy,0.33,0.87,1.2
favoritesAndPreferences,likes Canada,likes panda,0.33,0.87,1.2
favoritesAndPreferences,likes hockey,likes honey,0.33,0.87,1.2
favoritesAndPreferences,likes nachos,likes tacos,0.33,0.87,1.2
favoritesAndPreferences,favorite color black,truck color black,0.5,0.7,1.2
favoritesAndPreferences,favorite band The Rolling Stones,favorite band the muggers,0.5,0.7,1.2
favoritesAndPreferences,favorite band Nirvana,favorite band VNV Nation,0.4,0.8,1.2
favoritesAndPreferences,favorite band: Muse,favorite band: The Muggers,0.4,0.8,1.2
favoritesAndPreferences,favorite singer: Lady Gaga,favorite singer: Madonna,0.4,0.8,1.2
favoritesAndPreferences,likes rap music,listens to rap music,0.4,0.8,1.2
favoritesAndPreferences,Titanic,movie Titanic,0.5,0.7,1.2
favoritesAndPreferences,animals,loves animals,0.5,0.7,1.2
favoritesAndPreferences,color purple,likes purple color,0.67,0.53,1.2
favoritesAndPreferences,cookies,likes cookies,0.5,0.7,1.2
favoritesAndPreferences,favorite band Nirvana,favorite band: Muse,0.5,0.7,1.2
favoritesAndPreferences,favorite band Nirvana,favorite band: Tool,0.5,0.7,1.2
favoritesAndPreferences,favorite band Toto,favorite band: Nirvana,0.5,0.7,1.2
favoritesAndPreferences,favorite food pizza,favorite food: burger,0.5,0.7,1.2
favoritesAndPreferences,lasagna,likes lasagna,0.5,0.7,1.2
favoritesAndPreferences,likes lobster,lobster,0.5,0.7,1.2
favoritesAndPreferences,movie Titanic,titanic,0.5,0.7,1.2
favoritesAndPreferences,favorite band: Korn,favorite band: Metallica,0.5,0.7,1.2
favoritesAndPreferences,favorite food hamburger,favorite food: pizza,0.5,0.7,1.2
favoritesAndPreferences,favorite food hamburger,favorite food: salad,0.5,0.7,1.2
favoritesAndPreferences,favorite food hamburger,favorite food: steak,0.5,0.7,1.2
favoritesAndPreferences,favorite food hamburger,favorite food: sushi,0.5,0.7,1.2
favoritesAndPreferences,favorite food hamburger,favorite food: tacos,0.5,0.7,1.2
favoritesAndPreferences,favorite food meatloaf,favorite food: burger,0.5,0.7,1.2
favoritesAndPreferences,favorite food pizza,favorite food: hamburger,0.5,0.7,1.2
favoritesAndPreferences,favorite food steak,favorite food: hamburger,0.5,0.7,1.2
favoritesAndPreferences,likes chocolate,likes chocolate chip cookies,0.5,0.7,1.2
favoritesAndPreferences,favorite band Nightfish,favorite band Radiohead,0.5,0.7,1.2
favoritesAndPreferences,favorite food meatloaf,favorite food: hamburger,0.5,0.7,1.2
favoritesAndPreferences,favorite band: Nightwish,favorite band: nickelback,0.5,0.69,1.19
favoritesAndPreferences,Chevrolet,chevrolet duramax,0.5,0.69,1.19
favoritesAndPreferences,Halloween,prefers Halloween,0.5,0.69,1.19
favoritesAndPreferences,chevrolet,chevrolet duramax,0.5,0.69,1.19
favoritesAndPreferences,likes K-pop,likes pop music,0.5,0.69,1.19
favoritesAndPreferences,nighttime,prefers nighttime,0.5,0.69,1.19
favoritesAndPreferences,dislikes beach,dislikes bread,0.33,0.86,1.19
favoritesAndPreferences,dislikes cold,dislikes school,0.33,0.86,1.19
favoritesAndPreferences,drinks caffeine,drinks coffee,0.33,0.86,1.19
favoritesAndPreferences,eats strawberries,likes strawberries,0.33,0.86,1.19
favoritesAndPreferences,likes Drake,likes cake,0.33,0.86,1.19
favoritesAndPreferences,likes cheese,likes cheesecake,0.33,0.86,1.19
favoritesAndPreferences,likes children,loves children,0.33,0.86,1.19
favoritesAndPreferences,likes cupcakes,likes pancakes,0.33,0.86,1.19
favoritesAndPreferences,likes steak,likes teal,0.33,0.86,1.19
favoritesAndPreferences,likes sunshine,loves sunshine,0.33,0.86,1.19
favoritesAndPreferences,favorite band The Rolling Stones,favorite band: The Muggers,0.5,0.69,1.19
favoritesAndPreferences,wears red clothes,wears red purse,0.5,0.69,1.19
favoritesAndPreferences,drives Honda,drives blue Honda Civic,0.5,0.69,1.19
favoritesAndPreferences,drives Honda,drives blue honda civic,0.5,0.69,1.19
favoritesAndPreferences,likes coffee,likes coffee with cream,0.5,0.69,1.19
favoritesAndPreferences,buys local fruits,buys local vegetables,0.5,0.68,1.18
favoritesAndPreferences,favorite color: black,truck color black,0.5,0.68,1.18
favoritesAndPreferences,prefers iPhone,prefers iPhone over Samsung,0.5,0.68,1.18
favoritesAndPreferences,color: orange,likes orange color,0.67,0.52,1.18
favoritesAndPreferences,color: purple,likes purple color,0.67,0.52,1.18
favoritesAndPreferences,chocolate milk,chocolate milkshake,0.33,0.85,1.18
favoritesAndPreferences,Imagine Dragons,favorite band Imagine Dragons,0.5,0.68,1.18
favoritesAndPreferences,favorite band: Creed,favorite band: Nightwish,0.5,0.68,1.18
favoritesAndPreferences,favorite food hamburger,favorite food: nachos,0.5,0.68,1.18
favoritesAndPreferences,favorite band Radiohead,favorite band: Nightwish,0.5,0.68,1.18
favoritesAndPreferences,eating takeout,eats takeout,0.33,0.85,1.18
favoritesAndPreferences,likes pancakes,likes pandas,0.33,0.85,1.18
favoritesAndPreferences,avoids working long hours,dislikes long working hours,0.6,0.58,1.18
favoritesAndPreferences,dislikes acting,dislikes cooking,0.33,0.84,1.17
favoritesAndPreferences,dislikes cooking,dislikes skiing,0.33,0.84,1.17
favoritesAndPreferences,dislikes driving,dislikes skiing,0.33,0.84,1.17
favoritesAndPreferences,dislikes tacos,dislikes tomatoes,0.33,0.84,1.17
favoritesAndPreferences,eats vegetables,fresh vegetables,0.33,0.84,1.17
favoritesAndPreferences,eats vegetables,likes vegetables,0.33,0.84,1.17
favoritesAndPreferences,eating out,eating takeout,0.33,0.83,1.17
favoritesAndPreferences,likes Canada,likes pandas,0.33,0.83,1.17
favoritesAndPreferences,likes cake,likes cupcakes,0.33,0.83,1.17
favoritesAndPreferences,likes cake,likes pancakes,0.33,0.83,1.17
favoritesAndPreferences,likes meat,likes meatloaf,0.33,0.83,1.17
favoritesAndPreferences,Hamilton,musical Hamilton,0.5,0.67,1.17
favoritesAndPreferences,Impala,likes Impala,0.5,0.67,1.17
favoritesAndPreferences,Subway,likes Subway,0.5,0.67,1.17
favoritesAndPreferences,Titanic,movie: Titanic,0.5,0.67,1.17
favoritesAndPreferences,Toronto Raptors,favorite team: Toronto Raptors,0.5,0.67,1.17
favoritesAndPreferences,Twilight series,favorite book: Twilight series,0.5,0.67,1.17
favoritesAndPreferences,bagels,likes bagels,0.5,0.67,1.17
favoritesAndPreferences,black coffee,coffee,0.5,0.67,1.17
favoritesAndPreferences,cheese,likes cheese,0.5,0.67,1.17
favoritesAndPreferences,coffee,likes coffee,0.5,0.67,1.17
favoritesAndPreferences,color purple,purple,0.5,0.67,1.17
favoritesAndPreferences,color: orange,favorite color: red-orange,0.5,0.67,1.17
favoritesAndPreferences,color: red-orange,favorite color: orange,0.5,0.67,1.17
favoritesAndPreferences,dislikes spaghetti,spaghetti,0.5,0.67,1.17
favoritesAndPreferences,eats ice cream,pistachio ice cream,0.5,0.67,1.17
favoritesAndPreferences,eats pizza,pizza,0.5,0.67,1.17
favoritesAndPreferences,eats sushi,sushi,0.5,0.67,1.17
favoritesAndPreferences,favorite band Nightfish,favorite band: nickelback,0.5,0.67,1.17
favoritesAndPreferences,favorite band Rush,favorite band: Metallica,0.5,0.67,1.17
favoritesAndPreferences,favorite food hamburger,favorite food meatloaf,0.5,0.67,1.17
favoritesAndPreferences,favorite food meatloaf,favorite food: sushi,0.5,0.67,1.17
favoritesAndPreferences,favorite food: mashed potatoes,mashed potatoes,0.5,0.67,1.17
favoritesAndPreferences,favorite food: pepperoni pizza,pepperoni pizza,0.5,0.67,1.17
favoritesAndPreferences,favorite movie Titanic,favorite movie: Goodfellas,0.5,0.67,1.17
favoritesAndPreferences,green,green eyes,0.5,0.67,1.17
favoritesAndPreferences,hockey,likes hockey,0.5,0.67,1.17
favoritesAndPreferences,likes The Chainsmokers,likes The Pretenders,0.5,0.67,1.17
favoritesAndPreferences,likes pandas,pandas,0.5,0.67,1.17
favoritesAndPreferences,likes purple,purple,0.5,0.67,1.17
favoritesAndPreferences,likes shrimp,shrimp,0.5,0.67,1.17
favoritesAndPreferences,likes soccer,soccer,0.5,0.67,1.17
favoritesAndPreferences,likes summer,summer,0.5,0.67,1.17
favoritesAndPreferences,likes sweets,sweets,0.5,0.67,1.17
favoritesAndPreferences,likes winter,winter,0.5,0.67,1.17
favoritesAndPreferences,movie: Titanic,titanic,0.5,0.67,1.17
favoritesAndPreferences,orange,orange juice,0.5,0.67,1.17
favoritesAndPreferences,pink,pink car,0.5,0.67,1.17
favoritesAndPreferences,prefers convertible car,prefers fast car,0.5,0.67,1.17
favoritesAndPreferences,purple,purple color,0.5,0.67,1.17
favoritesAndPreferences,stylish,stylish stores,0.5,0.67,1.17
favoritesAndPreferences,dislikes beets,dislikes cheese,0.33,0.83,1.16
favoritesAndPreferences,dislikes chalk,dislikes school,0.33,0.83,1.16
favoritesAndPreferences,pink car,pink hair,0.33,0.82,1.16
favoritesAndPreferences,drives Acura,drives car,0.33,0.82,1.15
favoritesAndPreferences,eats meat,eats meatloaf,0.33,0.82,1.15
favoritesAndPreferences,likes Cher,likes cheese,0.33,0.82,1.15
favoritesAndPreferences,likes Cher,likes soccer,0.33,0.82,1.15
favoritesAndPreferences,likes cake,likes hockey,0.33,0.82,1.15
favoritesAndPreferences,likes candy,likes panda,0.33,0.82,1.15
favoritesAndPreferences,likes candy,loves candy,0.33,0.82,1.15
favoritesAndPreferences,likes cheese,likes cher,0.33,0.82,1.15
favoritesAndPreferences,likes cher,likes soccer,0.33,0.82,1.15
favoritesAndPreferences,likes honey,likes shoes,0.33,0.82,1.15
favoritesAndPreferences,likes honey,loves honey,0.33,0.82,1.15
favoritesAndPreferences,likes panda,likes pasta,0.33,0.82,1.15
favoritesAndPreferences,likes pasta,likes steak,0.33,0.82,1.15
favoritesAndPreferences,favorite band Nightfish,favorite band: Creed,0.5,0.65,1.15
favoritesAndPreferences,favorite band Rush,favorite band: nickelback,0.5,0.65,1.15
favoritesAndPreferences,favorite band Toto,favorite band: nickelback,0.5,0.65,1.15
favoritesAndPreferences,Dream Theater,favorite band Dream Theater,0.5,0.65,1.15
favoritesAndPreferences,One Direction,favorite band One Direction,0.5,0.65,1.15
favoritesAndPreferences,likes cheese,likes macaroni and cheese,0.5,0.65,1.15
favoritesAndPreferences,dislikes beach,dislikes beer,0.33,0.81,1.15
favoritesAndPreferences,dislikes beach,dislikes meat,0.33,0.81,1.15
favoritesAndPreferences,dislikes beer,dislikes bread,0.33,0.81,1.15
favoritesAndPreferences,dislikes beets,dislikes meat,0.33,0.81,1.15
favoritesAndPreferences,dislikes bread,dislikes meat,0.33,0.81,1.15
favoritesAndPreferences,dislikes chalk,dislikes cold,0.33,0.81,1.15
favoritesAndPreferences,dislikes cold,dislikes salad,0.33,0.81,1.15
favoritesAndPreferences,dislikes cold,dislikes tacos,0.33,0.81,1.15
favoritesAndPreferences,dislikes dust,dislikes fruit,0.33,0.81,1.15
favoritesAndPreferences,dislikes dust,dislikes music,0.33,0.81,1.15
favoritesAndPreferences,dislikes fish,dislikes fruit,0.33,0.81,1.15
favoritesAndPreferences,dislikes fruit,dislikes tofu,0.33,0.81,1.15
favoritesAndPreferences,dislikes tacos,dislikes tofu,0.33,0.81,1.15
favoritesAndPreferences,eats burritos,likes burritos,0.33,0.81,1.15
favoritesAndPreferences,eats eggplant,likes eggplant,0.33,0.81,1.15
favoritesAndPreferences,eats meatloaf,likes meatloaf,0.33,0.81,1.15
favoritesAndPreferences,eats pancakes,likes pancakes,0.33,0.81,1.15
favoritesAndPreferences,eats pretzels,likes pretzels,0.33,0.81,1.15
favoritesAndPreferences,healthy eater,healthy eating,0.33,0.81,1.15
favoritesAndPreferences,prefers morning,prefers rain,0.33,0.81,1.15
favoritesAndPreferences,purple clothing,red clothing,0.33,0.81,1.15
favoritesAndPreferences,drives black car,drives foreign car,0.5,0.65,1.15
favoritesAndPreferences,eats Chinese food,eats organic food,0.5,0.65,1.15
favoritesAndPreferences,dislikes acting,dislikes cleaning,0.33,0.81,1.15
favoritesAndPreferences,dislikes driving,dislikes running,0.33,0.81,1.15
favoritesAndPreferences,fresh vegetables,likes vegetables,0.33,0.81,1.15
favoritesAndPreferences,Bruno Mars,listens to Bruno Mars,0.5,0.65,1.15
favoritesAndPreferences,Katy Perry,listens to Katy Perry,0.5,0.65,1.15
favoritesAndPreferences,bruno mars,listens to Bruno Mars,0.5,0.65,1.15
favoritesAndPreferences,drives blue large van,drives van,0.5,0.65,1.15
favoritesAndPreferences,drives large blue van,drives van,0.5,0.65,1.15
favoritesAndPreferences,has fast car,has fast motorcycle,0.5,0.65,1.15
favoritesAndPreferences,likes cheesy hot dogs,likes dogs,0.5,0.65,1.15
favoritesAndPreferences,likes chili corn dogs,likes dogs,0.5,0.65,1.15
favoritesAndPreferences,shops at Costco,shops at Walmart,0.5,0.65,1.15
favoritesAndPreferences,chocolate,chocolate milkshake,0.5,0.64,1.14
favoritesAndPreferences,driving fast car,has fast car,0.5,0.64,1.14
favoritesAndPreferences,fiction genres: horror,fiction genres: science fiction,0.5,0.64,1.14
favoritesAndPreferences,Jacob Sartorius,favorite singer: Jacob Sartorius,0.5,0.64,1.14
favoritesAndPreferences,favorite band Nightfish,favorite band: Metallica,0.5,0.64,1.14
favoritesAndPreferences,favorite singer: Jacob Sartorius,jacob sartorius,0.5,0.64,1.14
favoritesAndPreferences,favorite color: purple,purple color,0.67,0.47,1.14
favoritesAndPreferences,Britney Spears,favorite singer Britney Spears,0.5,0.64,1.14
favoritesAndPreferences,science,science fiction,0.5,0.64,1.14
favoritesAndPreferences,Dream Theater,favorite band: Dream Theater,0.5,0.63,1.13
favoritesAndPreferences,One Direction,favorite band: One Direction,0.5,0.63,1.13
favoritesAndPreferences,favorite food: fried chicken,fried chicken,0.5,0.63,1.13
favoritesAndPreferences,likes chocolate chip cookies,likes cookies,0.5,0.63,1.13
favoritesAndPreferences,blonde hair,blue hair,0.33,0.8,1.13
favoritesAndPreferences,blonde hair,long hair,0.33,0.8,1.13
favoritesAndPreferences,color green,color red,0.33,0.8,1.13
favoritesAndPreferences,dislikes acting,dislikes skiing,0.33,0.8,1.13
favoritesAndPreferences,dislikes beets,dislikes dresses,0.33,0.8,1.13
favoritesAndPreferences,dislikes bread,dislikes seafood,0.33,0.8,1.13
favoritesAndPreferences,dislikes broccoli,dislikes cold,0.33,0.8,1.13
favoritesAndPreferences,dislikes carrots,dislikes tacos,0.33,0.8,1.13
favoritesAndPreferences,dislikes cheese,dislikes coffee,0.33,0.8,1.13
favoritesAndPreferences,dislikes children,dislikes cold,0.33,0.8,1.13
favoritesAndPreferences,dislikes fruit,dislikes running,0.33,0.8,1.13
favoritesAndPreferences,dislikes meat,dislikes tomatoes,0.33,0.8,1.13
favoritesAndPreferences,dislikes music,dislikes science,0.33,0.8,1.13
favoritesAndPreferences,dislikes salad,dislikes seafood,0.33,0.8,1.13
favoritesAndPreferences,drinks coffee,likes coffee,0.33,0.8,1.13
favoritesAndPreferences,drives Acura,drives Jaguar,0.33,0.8,1.13
favoritesAndPreferences,drives SUV,drives van,0.33,0.8,1.13
favoritesAndPreferences,drives car,drives van,0.33,0.8,1.13
favoritesAndPreferences,eats out,eats takeout,0.33,0.8,1.13
favoritesAndPreferences,favorite color: pink,pink color,0.67,0.47,1.13
favoritesAndPreferences,likes Cheetos,likes nachos,0.33,0.8,1.13
favoritesAndPreferences,likes Cheetos,likes sweets,0.33,0.8,1.13
favoritesAndPreferences,likes Cher,likes beer,0.33,0.8,1.13
favoritesAndPreferences,likes Cher,likes cake,0.33,0.8,1.13
favoritesAndPreferences,likes beef,likes blue,0.33,0.8,1.13
favoritesAndPreferences,likes beer,likes blue,0.33,0.8,1.13
favoritesAndPreferences,likes beer,likes cher,0.33,0.8,1.13
favoritesAndPreferences,likes cake,likes cats,0.33,0.8,1.13
favoritesAndPreferences,likes cake,likes cher,0.33,0.8,1.13
favoritesAndPreferences,likes cats,likes math,0.33,0.8,1.13
favoritesAndPreferences,likes cats,likes meat,0.33,0.8,1.13
favoritesAndPreferences,likes cheese,likes cheeseburger,0.33,0.8,1.13
favoritesAndPreferences,likes cheetos,likes nachos,0.33,0.8,1.13
favoritesAndPreferences,likes cheetos,likes sweets,0.33,0.8,1.13
favoritesAndPreferences,likes dogs,loves dogs,0.33,0.8,1.13
favoritesAndPreferences,likes food,likes soda,0.33,0.8,1.13
favoritesAndPreferences,likes kittens,likes skirts,0.33,0.8,1.13
favoritesAndPreferences,likes meat,likes teal,0.33,0.8,1.13
favoritesAndPreferences,likes pancakes,likes panda,0.33,0.8,1.13
favoritesAndPreferences,likes pink,likes pork,0.33,0.8,1.13
favoritesAndPreferences,likes potatoes,likes tacos,0.33,0.8,1.13
favoritesAndPreferences,prefers cartoons over movies,prefers cats over dogs,0.33,0.8,1.13
favoritesAndPreferences,red car,red hair,0.33,0.8,1.13
favoritesAndPreferences,coffee,drinks coffee,0.5,0.63,1.13
favoritesAndPreferences,color: orange,orange,0.5,0.63,1.13
favoritesAndPreferences,color: purple,purple,0.5,0.63,1.13
favoritesAndPreferences,horror,horror movies,0.5,0.63,1.13
favoritesAndPreferences,Drake,likes Drake,0.5,0.62,1.12
favoritesAndPreferences,Pepsi,likes Pepsi,0.5,0.62,1.12
favoritesAndPreferences,candy,likes candy,0.5,0.62,1.12
favoritesAndPreferences,candy,loves candy,0.5,0.62,1.12
favoritesAndPreferences,color green,green,0.5,0.62,1.12
favoritesAndPreferences,driving fast car,prefers fast car,0.5,0.62,1.12
favoritesAndPreferences,eating out,eating out with family,0.5,0.62,1.12
favoritesAndPreferences,favorite band Radiohead,favorite band: nickelback,0.5,0.62,1.12
favoritesAndPreferences,likes Pepsi,pepsi,0.5,0.62,1.12
favoritesAndPreferences,likes pasta,pasta,0.5,0.62,1.12
favoritesAndPreferences,likes pizza,pizza,0.5,0.62,1.12
favoritesAndPreferences,likes shoes,shoes,0.5,0.62,1.12
favoritesAndPreferences,likes steak,steak,0.5,0.62,1.12
favoritesAndPreferences,likes sushi,sushi,0.5,0.62,1.12
favoritesAndPreferences,likes zebra,zebra,0.5,0.62,1.12
favoritesAndPreferences,pizza,pizza puffs,0.5,0.62,1.12
favoritesAndPreferences,Britney Spears,favorite singer: Britney Spears,0.5,0.62,1.12
favoritesAndPreferences,eats ice cream daily,ice cream,0.5,0.62,1.12
favoritesAndPreferences,listens to rap music,rap music,0.5,0.62,1.12
